id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1663729612348596236,"Defender la Constitución no es un “golpe de estado técnico”… pero el Presidente lo podría usar como justificación para promover #JuicioPolítico en contra de los Ministros de la #Corte. 

Las amenazas van en serio.",https://x.com/RobertoMadrazo_/status/1663729612348596236,tweet,Roberto Madrazo,@RobertoMadrazo_,35,2,83,173,3426,1,2023-05-30 20:10:24,,
1663689574889947136,".@RicardoMeb del PT no solo no se baja de su candidatura en #Coahuila, si no que también señala que la encuesta empleada para seleccionar a @aguadiana fue un fraude y que @mario_delgado vendió la candidatura. 

Mario Delgado no ha logrado que @RicardoMeb ni @leninperezr declinen a favor de Morena. 

La ley electoral es clara, no importa lo que pacten las dirigencias, solo los candidatos pueden firmar su renuncia.",https://x.com/RobertoMadrazo_/status/1663689574889947136,tweet,Roberto Madrazo,@RobertoMadrazo_,64,17,596,1538,88147,9,2023-05-30 17:31:19,https://pbs.twimg.com/amplify_video_thumb/1663689501779304448/img/liz98U8PxZcl2UJ9.jpg,https://video.twimg.com/amplify_video/1663689501779304448/vid/640x360/GPFY3HpPIIaJvQJy.mp4?tag=14
1663666297219973121,"Los titulares de Sedena, Marina, Seguridad Pública y Segob deberían darnos una explicación en su comparecencia de hoy ante el #Congreso… pero decidieron llevar la reunión a puerta cerrada y limitarse a culpar al Poder Judicial por el fracaso de su política “abrazos no balazos”.",https://x.com/RobertoMadrazo_/status/1663666297219973121,tweet,Roberto Madrazo,@RobertoMadrazo_,3,0,14,46,1010,0,2023-05-30 15:58:49,,
1663666295936622593,"A pesar de que el presupuesto para #seguridad ha aumentando significativamente, el gobierno de #LópezObrador es el más violento de la historia. 

Los homicidios en este gobierno superan los de #PeñaNieto. Los datos no mienten.",https://x.com/RobertoMadrazo_/status/1663666295936622593,tweet,Roberto Madrazo,@RobertoMadrazo_,9,0,36,108,1814,0,2023-05-30 15:58:49,,
1663638019147173888,"@Juan_OrtizMX Dudo mucho que sirva de algo la opinión de los expertos... los diputados de @PartidoMorenaMx siempre han mostrado obediencia ciega al Presidente, ya sabemos que no cambian ni una coma...",https://x.com/RobertoMadrazo_/status/1663638019147173888,tweet,Roberto Madrazo,@RobertoMadrazo_,8,0,22,119,2475,0,2023-05-30 14:06:27,,
1663563738723622912,"Mientras que la #MinistraPiña es intimidada todos los días por el Presidente, la Ministra #LorettaOrtiz aparece comiendo con el hijo del Presidente. 

@lorettaortiza es fundadora del Partido Morena, votó a favor de las reformas a la ley eléctrica, a las leyes electorales, de conservar la prisión preventiva, del decretazo para ocultar información, de congelar el INAI y de transferir la Guardia Nacional a la SEDENA. 

Encima de todo, su esposo es el fiscal de delitos electorales que exoneró a #PíoLópezObrador. 

Esto es una burla a la imparcialidad judicial. 👇",https://x.com/RobertoMadrazo_/status/1663563738723622912,tweet,Roberto Madrazo,@RobertoMadrazo_,673,198,6004,9882,500837,63,2023-05-30 09:11:17,https://pbs.twimg.com/media/FxYqZnkXsAADl6k.jpg,
1663377129319591938,Este es @lopezobrador_ cuando el TEPJF reconoció su triunfo en 2018. Prometió no someter al #PoderJudicial. Hoy intimida a los jueces y amenaza con destituirlos si no lo obedecen. Fuera máscaras. https://t.co/i1GYNcBbzE,https://x.com/RobertoMadrazo_/status/1663377129319591938,tweet,Roberto Madrazo,@RobertoMadrazo_,26,4,170,226,7192,1,2023-05-29 20:49:46,https://pbs.twimg.com/amplify_video_thumb/1663377067436834816/img/MRV82zK9CiEBCusV.jpg,https://video.twimg.com/amplify_video/1663377067436834816/vid/576x1024/gl9qw5QoL0v4YlCv.mp4?tag=14
1663354143724146688,"El gobierno mexicano reservó por 5 años la información sobre los pagos realizados a #Cuba por el servicio que prestan los médicos cubanos. 

La falta de transparencia es un indicador de #corrupción y de desvío de recursos. Un patrón que se repite en este gobierno.",https://x.com/RobertoMadrazo_/status/1663354143724146688,tweet,Roberto Madrazo,@RobertoMadrazo_,49,7,191,360,9160,1,2023-05-29 19:18:26,,
1663323680527761408,"La #expropiación será la nueva forma de control que el Presidente ejercerá para conseguir el apoyo de grupos económicos y callar las críticas de medios de comunicación. 

La ocupación de las vías de #GrupoMexico marcó el inicio de una nueva etapa en nuestro país: Los empresarios mexicanos vivirán bajo la constante amenaza de ser expropiados o de que sus concesiones sean revocadas. 

El silencio de los #empresarios afianzara esta nueva medida de control y crecerá el poder autoritario del Estado.

Así es como el chavismo logró expropiar más de 2,000 empresas en Venezuela.",https://x.com/RobertoMadrazo_/status/1663323680527761408,tweet,Roberto Madrazo,@RobertoMadrazo_,270,31,831,1971,108760,9,2023-05-29 17:17:23,,
1662640512401309700,@mayraveracruz @lopezobrador_ Gracias por tu comentario @mayraveracruz . Saludos !!,https://x.com/RobertoMadrazo_/status/1662640512401309700,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,0,1,112,0,2023-05-27 20:02:43,,
1662597022208393216,https://t.co/O9XbIcitRD,https://x.com/RobertoMadrazo_/status/1662597022208393216,tweet,Roberto Madrazo,@RobertoMadrazo_,21,0,58,266,19009,0,2023-05-27 17:09:54,,
1662597020429979649,"6/6 Por último @azucenau te comparto el comunicado completo que dirigí a la Comunidad Deportiva en octubre de 2007, y te solicito amablemente que lo hagas del conocimiento de tu público en atención a mi derecho de réplica. 

Recibe un cordial saludo.",https://x.com/RobertoMadrazo_/status/1662597020429979649,tweet,Roberto Madrazo,@RobertoMadrazo_,16,1,59,404,20000,0,2023-05-27 17:09:53,,
1662597018517381120,"5/6 La explicación de la nota falsa es clara: Un ataque político. 

Como lo dije entonces y lo sostengo hoy, en el deporte no hay atajos. Hay retos personales. 

A mis 70 años estoy muy orgulloso de haber participado en 65 #maratones y lo seguiré haciendo.",https://x.com/RobertoMadrazo_/status/1662597018517381120,tweet,Roberto Madrazo,@RobertoMadrazo_,10,0,40,405,19985,0,2023-05-27 17:09:53,,
1662597016835473409,"4/6 En ese entonces había participado en 36 maratones y mis tiempos oscilaban entre 3 hrs 14 minutos y 3 hrs 54 minutos. 
Nunca 2 hrs 40 minutos. Tiempo imposible de alcanzar a los 55 años. 

Jamás me declaré vencedor en Berlín ni recibí medalla por ese supuesto primer lugar.",https://x.com/RobertoMadrazo_/status/1662597016835473409,tweet,Roberto Madrazo,@RobertoMadrazo_,6,0,44,303,20462,0,2023-05-27 17:09:53,,
1662597014608293888,"3/6 Lamentablemente, debido a la lesión que tenía tuve que parar en el km 21 y me fui directo a la meta por mi ropa y mi medalla de participación, misma que se entrega a todos los corredores sin excepción.",https://x.com/RobertoMadrazo_/status/1662597014608293888,tweet,Roberto Madrazo,@RobertoMadrazo_,14,5,41,285,22034,0,2023-05-27 17:09:52,,
1662597010514657281,"2/6 En octubre de 2007 me quedaba #Berlín. 

Días antes de salir para Berlín, me hice ver por los médicos por una lesión y me recomendaron descansar. Pero no me quise perder el Maratón y me fui a Berlín.",https://x.com/RobertoMadrazo_/status/1662597010514657281,tweet,Roberto Madrazo,@RobertoMadrazo_,6,1,38,275,22607,0,2023-05-27 17:09:51,,
1662596956504616961,"1/6 En su momento emití un comunicado dirigido a la Comunidad Deportiva desmintiendo la nota y aclarando lo siguiente: 

En 2007 me hice el propósito de correr los cinco #Maratones más importantes del circuito: Boston, Nueva York, Chicago, Londres y Berlín.",https://x.com/RobertoMadrazo_/status/1662596956504616961,tweet,Roberto Madrazo,@RobertoMadrazo_,9,0,47,317,23750,1,2023-05-27 17:09:38,,
1662596676832628741,Estimada @azucenau por el respeto que tengo a tu trabajo periodístico considero importante hacer uso de mi derecho de réplica para desmentir la nota falsa a la que hizo alusión @NachoMierV en tu programa de radio sobre mi participación en el Maratón de Berlín.,https://x.com/RobertoMadrazo_/status/1662596676832628741,tweet,Roberto Madrazo,@RobertoMadrazo_,280,24,422,1799,190501,17,2023-05-27 17:08:31,,
1662498091235430400,"A pesar de los intentos de @mario_delgado para que el PT también decline a favor de Morena en #Coahuila, @RicardoMeb del PT, se mantiene firme en su candidatura.

De la misma forma Fernandez Noroña podría dividir el voto Morena-PT en 2024.",https://x.com/RobertoMadrazo_/status/1662498091235430400,tweet,Roberto Madrazo,@RobertoMadrazo_,17,3,55,108,5054,1,2023-05-27 10:36:47,,
1662188558080196630,"Cuándo @lopezobrador_ anunció la construcción de #DosBocas calculo que costaría 8 mil millones de dólares… hoy se han gastado 16 mil millones de dólares. El doble. 

Este sobrecosto de 160 mil millones de pesos es lo que nos quiere ocultar el Presidente con su #decretazo.",https://x.com/RobertoMadrazo_/status/1662188558080196630,tweet,Roberto Madrazo,@RobertoMadrazo_,457,31,863,1607,58442,3,2023-05-26 14:06:48,,
1661906896851292169,"Ahora en vivo en el @heraldoradio_ 98.5 FM con @JesusMartinMx 

https://t.co/q5lQZreU92",https://x.com/RobertoMadrazo_/status/1661906896851292169,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,4,13,863,0,2023-05-25 19:27:35,,
1661879611381227520,".@alejandromurat entregó Oaxaca. @ClaudiaPavlovic entregó Sonora. @omarfayad entregó Hidalgo. @QuirinoOC entregó Sinaloa. Hoy son aliados de este gobierno.

Una parte importante del viejo PRI sigue vivo en Morena. Casi la mitad de los gobernadores de Morena militaron antes en el @PRI_Nacional.

Además, en solo 4 años el actual dirigente nacional del PRI, @alitomorenoc, perdió 10 gubernaturas. 

Se entiende la desconfianza hacia el #PRI en manos de Alejandro Moreno. 

Sin embargo, el PRI también construyó las bases del México liberal que tenemos. También dio paso a la alternancia democrática del país. 

El gran error del #PRI fue la falta de autocrítica. Faltó observar, corregir y frenar los abusos de algunos priistas. 

Hoy la cuarta transformación amenaza el futuro del México institucional que conocemos. 

@lopezobrador_ se saldrá con la suya si logra dividir a la oposición. 

Por eso una parte importante de la sociedad exige formar un bloque opositor que haga contrapeso a @PartidoMorenaMx, y para eso, se necesitan las estructuras del #PRI. 

Sí hay futuro dentro del PRI. Pero debemos aprender de los errores del pasado.",https://x.com/RobertoMadrazo_/status/1661879611381227520,tweet,Roberto Madrazo,@RobertoMadrazo_,773,107,2349,5734,274938,29,2023-05-25 17:39:10,,
1661738067114475521,@bereaguilarv Gracias @bereaguilarv ya solo falta que sustituyan a enfermerx y médicx por chamanes …,https://x.com/RobertoMadrazo_/status/1661738067114475521,tweet,Roberto Madrazo,@RobertoMadrazo_,3,0,3,5,161,0,2023-05-25 08:16:43,,
1661549533795430401,"Ya son 700 los #MedicosCubanos en México, que nos cuestan 250 millones de pesos al año.

Ese dinero podría usarse para comprar #vacunas, pero se usa para financiar la dictadura cubana.",https://x.com/RobertoMadrazo_/status/1661549533795430401,tweet,Roberto Madrazo,@RobertoMadrazo_,6,1,17,46,1078,0,2023-05-24 19:47:33,,
1661521186432462850,".@MovCiudadanoMX inició una campaña en contra del PRI; queda claro que MC no irá con el #PRI en las próximas elecciones. 

Esto debilita a la #Alianza PRI-PAN-PRD. 

Si además los dirigentes de los partidos ponen sus aspiraciones personales por encima de la #Alianza, terminarán por dividir lo que se construyó. 

El enemigo a vencer está a fuera, se llama @PartidoMorenaMx.",https://x.com/RobertoMadrazo_/status/1661521186432462850,tweet,Roberto Madrazo,@RobertoMadrazo_,112,8,302,993,32924,0,2023-05-24 17:54:55,,
1661420998527254528,@bereaguilarv @Chertorivski De acuerdo @bereaguilarv van a dividir el voto.,https://x.com/RobertoMadrazo_/status/1661420998527254528,tweet,Roberto Madrazo,@RobertoMadrazo_,13,3,22,238,12647,0,2023-05-24 11:16:48,,
1661394889567764483,"A unos días de las elecciones en Coahuila y EdoMex, #MovimientoCiudadano toma la decisión de iniciar una campaña en contra del PRI y del PAN. 

Aunque digan que no lo hacen por ayudar a Morena, saben bien que esto ayuda a Morena @Chertorivski , pues ustedes no tienen candidato en ninguna de las 2 elecciones.

Los tiempos electorales importan.",https://x.com/RobertoMadrazo_/status/1661394889567764483,tweet,Roberto Madrazo,@RobertoMadrazo_,353,46,1609,4560,288649,11,2023-05-24 09:33:03,,
1661207129284304896,@EmilioRangelLar Suscribo,https://x.com/RobertoMadrazo_/status/1661207129284304896,tweet,Roberto Madrazo,@RobertoMadrazo_,6,1,1,16,1995,0,2023-05-23 21:06:58,,
1661205207643029504,@dd_lascamaras @JTrianaT @DiputadosMorena @SCJN Justamente asi …,https://x.com/RobertoMadrazo_/status/1661205207643029504,tweet,Roberto Madrazo,@RobertoMadrazo_,0,0,0,2,184,0,2023-05-23 20:59:19,,
1661168759275438081,https://t.co/SMzT94v8xW,https://x.com/RobertoMadrazo_/status/1661168759275438081,tweet,Roberto Madrazo,@RobertoMadrazo_,24,5,27,77,5598,1,2023-05-23 18:34:29,https://pbs.twimg.com/amplify_video_thumb/1661168697661329409/img/oAC52HhZVGDevCr4.jpg,https://video.twimg.com/amplify_video/1661168697661329409/vid/480x270/y-Hf3k4yaSNxtLna.mp4?tag=14
1661168532892123140,"Es mentira que durante 30 años no se hayan formado médicos Sr. Presidente

Usted lo que quiere es justificar su fracaso y traer más #MedicosCubanos, porque a casi 5 años de gobierno 1 de cada 4 mexicanos no tiene acceso a la salud

Perdimos un sexenio completo en materia de salud",https://x.com/RobertoMadrazo_/status/1661168532892123140,tweet,Roberto Madrazo,@RobertoMadrazo_,355,32,1089,2574,71314,7,2023-05-23 18:33:35,,
1661078702699216896,"Anuncia @lopezdoriga  que al priista @omarfayad, exgobernador de Hidalgo, le darán la embajada de México en #Israel como premio por haber entregado el estado de #Hidalgo a Morena. 

De confirmarse, sería muy lamentable la traición al partido a cambio de impunidad.",https://x.com/RobertoMadrazo_/status/1661078702699216896,tweet,Roberto Madrazo,@RobertoMadrazo_,411,50,1458,3090,83677,7,2023-05-23 12:36:38,,
1660728501664718853,"Sr. Presidente, no existe tal cosa cómo “recuperar” una concesión. 

Lo qué pasa es que no quieren seguir el procedimiento legal para extinguir la concesión de #GrupoMexico y pagar una indemnización justa. 

Por eso aplican mañosamente la figura de la “ocupación temporal”. 

Entendemos la importancia del proyecto del #Istmo, pero no compartimos que tenga que pasar por encima de la ley. 

Pregunta, ¿el día de mañana va a revocar permisos y concesiones a su antojo? ¿va a #expropiar la propiedad privada por gusto? 

Le recuerdo que frente al abuso del Estado los mexicanos tenemos garantías individuales.",https://x.com/RobertoMadrazo_/status/1660728501664718853,tweet,Roberto Madrazo,@RobertoMadrazo_,880,119,3521,9404,592967,33,2023-05-22 13:25:04,,
1660655751403307008,"Gobernador @CuitlahuacGJ  no mienta, su movimiento no fue pacífico el día sábado. Su secretario de gobierno, Eric Cisneros, fue captado cargando un ataúd afuera de la @SCJN

Además hubo agresiones a periodistas

¿Sabe usted que #Veracruz es el estado más peligroso del mundo para ejercer el periodismo? 

Le aconsejo que primero resuelva los problemas de violencia en su estado.",https://x.com/RobertoMadrazo_/status/1660655751403307008,tweet,Roberto Madrazo,@RobertoMadrazo_,179,26,2210,4315,141219,13,2023-05-22 08:35:59,https://pbs.twimg.com/media/FwvUz4NWIAYxM3i.png,
1660077581113098240,"Primero fue el INE, después el INAI, ahora la SCJN… ¿Qué sigue?

López Obrador se mostrará más autoritario, se radicalizará e intensificará la persecución contra #MediosDeComunicación, críticos y opositores. 

Violará leyes y se protegerá con el apoyo de las #FuerzasArmadas, a quiénes ha dado contratos y negocios.

Se meterá de lleno en las próximas #elecciones para apoyar a sus candidatos. Lo hará repartiendo medio billón de pesos a través de los siervos de la nación… e incluso afianzará su relación con el narco a cambio de impunidad.

Salir a votar en contra de #Morena es la única forma de frenar el régimen autoritario que planea López Obrador. 

Si hoy no alzamos la voz mañana será demasiado tarde.",https://x.com/RobertoMadrazo_/status/1660077581113098240,tweet,Roberto Madrazo,@RobertoMadrazo_,612,58,1587,3361,149362,14,2023-05-20 18:18:32,,
1659637839636881408,"El Presidente está rompiendo el orden constitucional al desafiar a la @SCJN y emitir un segundo acuerdo para clasificar la información sobre las mega obras.

Además este segundo acuerdo no podrá ser impugnado por el #INAI, porque el Presidente se encargó de dejarlo inoperante. 

La Corte deberá determinar si hay o no repetición del acto reclamado. 

Al parecer el Presidente @lopezobrador_ hará todo lo que está en sus manos para seguir adjudicado contratos públicos de forma directa y ocultando información para no rendir cuentas.",https://x.com/RobertoMadrazo_/status/1659637839636881408,tweet,Roberto Madrazo,@RobertoMadrazo_,446,73,2566,6746,345664,20,2023-05-19 13:11:10,,
1659348294928158722,"La Ministra Piña ha sido víctima del discurso de odio que se propaga desde Palacio Nacional… la han insultado, difamado, acosado e intimidado… Efectivamente la vía utilizada para expresar su justificada indignación al senador Armenta no fue la indicada, pero más vale reconocer un error que mantenerse en él.",https://x.com/RobertoMadrazo_/status/1659348294928158722,tweet,Roberto Madrazo,@RobertoMadrazo_,8,0,17,83,3810,0,2023-05-18 18:00:37,,
1659336798949228546,https://t.co/umay5GtFx4,https://x.com/RobertoMadrazo_/status/1659336798949228546,tweet,Roberto Madrazo,@RobertoMadrazo_,5,2,11,66,1570,0,2023-05-18 17:14:56,https://pbs.twimg.com/media/Fwcl_BpaUAAv1W5.jpg,
1659336146093236224,"Efectivamente la vía utilizada para expresar su justificada indignación al Senador #Armenta no fue la indicada, pero más vale reconocer un error que mantenerse en él. 

Varios funcionarios deberían aprender de ella.",https://x.com/RobertoMadrazo_/status/1659336146093236224,tweet,Roberto Madrazo,@RobertoMadrazo_,11,0,13,91,1603,0,2023-05-18 17:12:20,,
1659336144251658240,"La #MinistraPiña ha sido víctima del discurso de odio que se propaga desde Palacio Nacional desde que asumió su cargo como Presidenta de la @SCJN... la han insultado, acosado, intimidado y difamado a pesar de su carrera intachable... pues no tienen más que mentiras en su contra.",https://x.com/RobertoMadrazo_/status/1659336144251658240,tweet,Roberto Madrazo,@RobertoMadrazo_,40,7,112,421,12400,1,2023-05-18 17:12:20,,
1659303396489273345,"Felicidades a los Ministros que resistieron las intimidaciones y defendieron nuestro derecho de acceso a la información. 

Como era de esperarse, la ministra plagiaria @YasminEsquivel_ @lorettaortiza y @ArturoZaldivarL votaron en contra del proyecto.",https://x.com/RobertoMadrazo_/status/1659303396489273345,tweet,Roberto Madrazo,@RobertoMadrazo_,11,1,59,266,2103,0,2023-05-18 15:02:12,,
1659303394769510400,"La @SCJN invalidó el “acuerdazo” por medio del cual el Presidente intentaba reservar como información clasificada todo lo concerniente a las mega obras públicas. 

El Presidente ya no podrá otorgar contratos en opacidad a su antojo… por eso le urge eliminar a la Corte.",https://x.com/RobertoMadrazo_/status/1659303394769510400,tweet,Roberto Madrazo,@RobertoMadrazo_,63,7,377,1300,22109,1,2023-05-18 15:02:12,,
1659271288773386249,"@la_grenitas @SCJN Fundamental @la_grenitas, lo dices muy bien. Saludos!",https://x.com/RobertoMadrazo_/status/1659271288773386249,tweet,Roberto Madrazo,@RobertoMadrazo_,3,0,3,51,2327,0,2023-05-18 12:54:37,,
1659249261014573058,"Los Ministros de la @SCJN están siendo fuertemente presionadas, necesitan todo nuestro apoyo.

Hoy la @SCJN revisará la validez del decreto que clasifica las megaobras (#TrenMaya, #DosBocas, #AIFA) como temas de seguridad nacional. Una maniobra para ocultarnos información. 

La Corte finalmente atiende los asuntos que dejó pendientes el anterior Presidente de la Corte, el Ministro @ArturoZaldivarL, y por eso está recibiendo toda clase de intimidaciones de parte de @lopezobrador_  y de los líderes de Morena en el Senado @armentapuebla_  y en la Cámara de Diputados. 

Incluso amenazan con crear una nueva Corte a modo.",https://x.com/RobertoMadrazo_/status/1659249261014573058,tweet,Roberto Madrazo,@RobertoMadrazo_,225,31,1137,3396,111314,6,2023-05-18 11:27:05,,
1659216568243351552,"Claramente @AnaGGuevara no necesita vender Tupperwares ni productos Avon para costear sus lujos… durante su administración en la #CONADE se han detectado irregularidades por 377 millones de pesos… 

@bereaguilarv",https://x.com/RobertoMadrazo_/status/1659216568243351552,tweet,Roberto Madrazo,@RobertoMadrazo_,41,9,320,632,8646,0,2023-05-18 09:17:11,,
1659025708705021954,@JTrianaT @mileniotv Que nivel tan bajo de debate,https://x.com/RobertoMadrazo_/status/1659025708705021954,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,1,13,470,0,2023-05-17 20:38:46,,
1658955757923205122,"Diputado @NachoMierV ustedes han demostrado una gran intolerancia hacia puntos de vista diferentes, han dado muestra de que no cambian ni una coma de lo que manda el Presidente… las conclusiones en torno a la consulta ya las tienen hechas… lo único que buscan es hacer un espectáculo para legitimar una medida populista (tener una Corte a modo). Mis argumentos jurídicos ya los tiene. Saludos.",https://x.com/RobertoMadrazo_/status/1658955757923205122,tweet,Roberto Madrazo,@RobertoMadrazo_,10,0,20,105,2278,0,2023-05-17 16:00:49,,
1658858265613324288,"Por último, le aconsejo que en lugar de hacer simulaciones, cumpla con su obligación, y le pregunte a la @SCJN, si su propuesta de modificar el artículo 96 mediante #ConsultaPopular es o no constitucionalmente viable.",https://x.com/RobertoMadrazo_/status/1658858265613324288,tweet,Roberto Madrazo,@RobertoMadrazo_,2,0,25,177,1736,0,2023-05-17 09:33:25,,
1658858263738470400,"Por lo tanto, no pueden ser materia de #ConsultaPopular los artículos de la Constitución por medio de los cuales se constituye el #PoderJudicial (entre ellos el artículo 96 constitucional).",https://x.com/RobertoMadrazo_/status/1658858263738470400,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,21,162,1816,0,2023-05-17 09:33:24,,
1658858262148825088,"Los principios de la ley fundamental por los que se constituye la #Federación se encuentran en el artículo 49 constitucional, que establece que el Supremo Poder de la Federación se divide para su ejercicio en Legislativo, Ejecutivo y #Judicial.",https://x.com/RobertoMadrazo_/status/1658858262148825088,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,16,146,1587,0,2023-05-17 09:33:24,,
1658858260601126913,"Dicho artículo establece que es voluntad del pueblo mexicano constituirse en una República representativa, democrática, laica y federal, compuesta por Estados libres y soberanos, y por la CDMX, unidos en una federación establecida según los principios de la #LeyFundamental.",https://x.com/RobertoMadrazo_/status/1658858260601126913,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,20,163,1682,0,2023-05-17 09:33:24,,
1658858259040837632,"Como usted sabe, en el artículo 35, fracción VIII, numeral 3o, de la Constitución se establece que no podrán ser objeto de #ConsultaPopular los principios consagrados en el artículo 40 de la Constitución.",https://x.com/RobertoMadrazo_/status/1658858259040837632,tweet,Roberto Madrazo,@RobertoMadrazo_,2,0,25,178,1703,0,2023-05-17 09:33:23,,
1658858257505726464,", y por ende, han negado el derecho de acceso a la información pública. 

En todo caso, le adelanto que su propuesta de someter a #ConsultaPopular el procedimiento de designación de los Ministros de la @SCJN (previsto en el artículo 96 constitucional) no es jurídicamente viable.",https://x.com/RobertoMadrazo_/status/1658858257505726464,tweet,Roberto Madrazo,@RobertoMadrazo_,1,0,28,200,2029,0,2023-05-17 09:33:23,,
1658858255744122880,"Diputado @NachoMierV usted lo que propone es una simulación.

No existen las condiciones de convocar a la ciudadanía a participar en un auténtico #ParlamentoAbierto para reformar el #PoderJudicial cuando los Senadores de Morena se han negado a designar a los comisionados del INAI",https://x.com/RobertoMadrazo_/status/1658858255744122880,tweet,Roberto Madrazo,@RobertoMadrazo_,78,11,353,1144,35100,5,2023-05-17 09:33:22,,
1658637115910131712,"Hace 3 años el Presidente extinguió 109 #fideicomisos porque según él eran opacos. 

Hoy seguimos sin saber en qué se usaron esos recursos.

Una pregunta Presidente, ¿los 6 fideicomisos de la #Corte que quiere extinguir correrán la misma suerte? ¿se usarán también a su antojo?",https://x.com/RobertoMadrazo_/status/1658637115910131712,tweet,Roberto Madrazo,@RobertoMadrazo_,71,11,222,411,7668,2,2023-05-16 18:54:39,,
1658533478516809739,"A pesar de que @AnaGGuevara les retiró los apoyos, el equipo mexicano de natación artística obtuvo en la Copa del Mundo:

Oro en equipo técnico 
Oro en dueto libre femenil
Oro en prueba acrobática 
Bronce en dueto libre mixto

RT si Ana Guevara debería dejar la #CONADE.",https://x.com/RobertoMadrazo_/status/1658533478516809739,tweet,Roberto Madrazo,@RobertoMadrazo_,34,5,345,395,7610,0,2023-05-16 12:02:49,,
1658249206316818432,"Al diputado @NachoMierV le vendrían bien clases de derecho constitucional. 

Quiere que se decida en una Consulta Popular si los ministros de la @SCJN deben elegirse por voto. Desconoce que:

1. El tema electoral no es materia de consulta popular, 
2. Que la Constitución sólo puede modificarse con mayoría calificada, y
3. Que la Corte rechazaría la constitucionalidad de la pregunta.

Se llama sistema de contrapesos.",https://x.com/RobertoMadrazo_/status/1658249206316818432,tweet,Roberto Madrazo,@RobertoMadrazo_,493,66,1735,5502,259275,24,2023-05-15 17:13:14,,
1658182075026141184,"Con lo que costó cancelar #Texcoco ($200,000 mdp) hubiéramos pagado 2,500 años el sueldo de los Ministros de la #Corte ($80 mdp)

Con lo que costó construir el #AIFA ($100,000 mdp) hubiéramos pagado 1,250 años el sueldo de los Ministros de la #Corte

El derroche es un privilegio",https://x.com/RobertoMadrazo_/status/1658182075026141184,tweet,Roberto Madrazo,@RobertoMadrazo_,210,17,385,793,26532,6,2023-05-15 12:46:28,,
1657203907989307392,@MaxKaiser75 Excelente dato @MaxKaiser75,https://x.com/RobertoMadrazo_/status/1657203907989307392,tweet,Roberto Madrazo,@RobertoMadrazo_,19,1,30,292,16522,0,2023-05-12 19:59:35,,
1657102321799819264,"En el primer trimestre del año los ingresos petroleros cayeron 38%, mientras que el costo financiero de la deuda creció 46%.

El gobierno tendrá que recurrir a #deuda para pagar el gasto público.

No solo nos endeudarán, sino que lo harán con #tasas de interés altísimas.",https://x.com/RobertoMadrazo_/status/1657102321799819264,tweet,Roberto Madrazo,@RobertoMadrazo_,97,5,152,269,11085,4,2023-05-12 13:15:55,,
1656812092710703105,"‼️Si la designación de jueces se somete a elección popular, los #jueces se convertirían en actores políticos

Buscarían financiamiento para sus campañas y su actuación quedaría comprometida con grupos políticos y hasta con CRIMINALES

Usted lo sabe bien Presidente @lopezobrador_",https://x.com/RobertoMadrazo_/status/1656812092710703105,tweet,Roberto Madrazo,@RobertoMadrazo_,69,5,308,593,12777,1,2023-05-11 18:02:39,,
1656763471503974401,@AlexItesm Justo @AlexItesm,https://x.com/RobertoMadrazo_/status/1656763471503974401,tweet,Roberto Madrazo,@RobertoMadrazo_,11,1,4,114,9180,1,2023-05-11 14:49:27,,
1656732614080999425,"9. Y sobre todo el fraude a la palabra, por que prometieron que en este gobierno no habría amiguismo, influyentismo ni nepotismo, pero los familiares del #Presidente reparten contratos a costa del erario.",https://x.com/RobertoMadrazo_/status/1656732614080999425,tweet,Roberto Madrazo,@RobertoMadrazo_,26,2,236,954,15100,3,2023-05-11 12:46:50,,
1656732612382314496,"8. El fraude a la justicia al designar a la pasante en derecho #YasminEsquivel como ministra de la Corte, para que vote a favor de leyes inconstitucionales.",https://x.com/RobertoMadrazo_/status/1656732612382314496,tweet,Roberto Madrazo,@RobertoMadrazo_,6,1,232,893,15310,2,2023-05-11 12:46:50,,
1656732610624917504,"6. La extinción de 109 #Fideicomisos públicos, equivalentes a 68 mil millones de pesos, para uso discrecional y opaco.

7. El fraude a la Constitución al enviar iniciativas notoriamente inconstitucionales como la adscripción de la #GuardiaNacional a la SEDENA.",https://x.com/RobertoMadrazo_/status/1656732610624917504,tweet,Roberto Madrazo,@RobertoMadrazo_,7,1,235,877,15392,3,2023-05-11 12:46:49,,
1656732608968138752,"4. El aumento inexplicable de 300% del #TrenMaya, que terminará por costar 240 mil millones de pesos más de lo presupuestado.

5. El fraude a #Segalmex por 15 mil millones de pesos por compras simuladas.",https://x.com/RobertoMadrazo_/status/1656732608968138752,tweet,Roberto Madrazo,@RobertoMadrazo_,16,2,255,938,16850,2,2023-05-11 12:46:49,,
